x,mu,y
0.30408149453390554,10.014975217073145,10
0.22104921283215692,9.216996385283455,12
-0.28601359688545314,5.551046136809338,6
0.22468318444281152,9.250551620943138,12
0.19943953439072118,9.019956706955922,3
0.15771766502086773,8.651369784712525,10
-0.15169354897646592,6.349057971937485,8
0.14122620021137103,8.509866033452491,7
1.0554953787340011,21.231700655202793,19
-0.6038391767538438,4.039661184551522,7
-0.2620792232918099,5.685509680285803,9
0.2686858172565892,9.666688667427875,9
-0.14537816485877572,6.389281591931113,8
0.11762361006521728,8.311362961714844,9
-0.3162984554957985,5.385453618633914,4
-0.6080255137067531,4.022785150686116,8
0.00922694880732991,7.457550050437656,6
0.26988418733283304,9.678279881758318,12
0.3218346491568742,10.194360234179413,9
-0.42440865604424494,4.833599092759876,9
0.6829366585778557,14.627987687481845,11
-0.257876580109604,5.709454128524448,10
0.29141793882705275,9.888949670450213,10
0.09049628648774445,8.088928594278823,8
0.8300000824593291,16.945462221852406,18
-0.14012546279483784,6.422930882016114,5
0.2327966896647243,9.325911322085787,10
0.5389968668011516,12.666957949425544,6
0.51244647025835,12.335070559818979,12
0.4608968922198343,11.715314203560276,15
-0.4905430898847603,4.524273040059974,2
0.018049691429753163,7.523637201399198,6
-0.3380272896298244,5.269696181753064,5
-0.2649266744630166,5.669343496220563,4
-0.6693104776649377,3.783651400472593,4
0.24566937194274074,9.446736821164256,13
-0.0260811383745006,7.198832511010259,8
0.3486936515286227,10.471880859906696,8
-0.1191992754240877,6.558754516075617,6
-0.06512262819145376,6.923195024436849,9
-0.06906307143803436,6.895968245376267,9
0.36632085334191267,10.658107320923051,4
0.6412074062015689,14.030133455218124,15
0.03318786651917539,7.638397779951315,9
0.4164593829490702,11.206112439393882,6
-0.17308419906090125,6.214689729938506,4
-0.09505185927349091,6.719059173072469,5
-0.062386334678907834,6.942164859750885,7
0.12953380841559473,8.410944785627493,10
1.3896506906602932,29.65559148583426,32
0.8836117606849104,17.87873040307599,18
1.231992047938708,25.330065450907956,25
0.27653726626596503,9.742884914636866,7
-0.8462066368952101,3.1701958334822193,2
0.3104208799275793,10.078665670549343,12
0.5608002149244702,12.94617289241018,16
0.5924078797685824,13.361906763834188,11
-0.03899805266195244,7.106443781703724,8
0.5486680364112111,12.790056542418663,15
0.0905416502019049,8.089295546446529,12
-0.7256562938500829,3.5763535009183003,3
0.39148929310579494,10.929759443373834,8
0.14036099242702865,8.502506415375171,6
-0.5730706919619624,4.165887374542517,3
0.4187204262403634,11.231478610945798,14
-0.17484785480250872,6.203738816373335,7
-0.4459490000458782,4.730595059367516,5
-0.2568858223337787,5.715113617726522,8
0.22589309819911746,9.261750764235305,9
0.6309433690570839,13.886864162749726,7
0.5361093287366191,12.63043438315608,10
0.26752485972039874,9.655472564338899,15
-0.04664318458977634,7.052321232083824,10
0.022334379933867762,7.555942803522513,5
-0.5000933843630754,4.481270570199719,3
0.13162670227956255,8.428566434047228,9
0.1267043380237528,8.387179903259595,12
0.08147991853087896,8.0163236460274,8
-0.8811842311609338,3.0612268556747013,3
0.4293202359342377,11.351163343893182,8
-0.2566557924943523,5.716428415609887,5
-0.6138896564286634,3.9992639975265467,6
-0.4964095441622942,4.497809299190683,0
1.0160853621666504,20.411232502101505,21
0.6684958920989288,14.41826624692657,12
0.3800998481716013,10.805981767588936,7
0.12277609789886106,8.354297673559966,12
-0.4468157277670731,4.7264966978301555,8
-0.26485269426411734,5.66976293089478,6
0.4051628845219503,11.08023493397783,15
-0.2231921273849304,5.9109577410693,8
0.11884080808401111,8.321485695681389,9
-0.7938503946119061,3.34059724004547,3
-0.37049218506635556,5.1013632857152755,5
-0.07774777198426526,6.836338135806197,5
0.44503051408025024,11.530901448322796,13
-0.4097487015619604,4.904981387623911,4
0.10333378410443796,8.193439590368975,7
0.1283898704760688,8.401328687938074,14
0.511884473324199,12.328140235574713,13
0.09353758218348107,8.11356686513835,8
-0.35575002265439526,5.177125489028461,7
1.2541513729076454,25.89762777748024,24
-0.4343656574849407,4.785709752397616,2
-0.14849108696953078,6.369423180871321,8
